nombre_mots,longueur_moyenne,longueur_minimale,longueur_maximale,distribution_longueur,complexité_shannon,redondance,proportion_0,proportion_1,entropie_des_caracteres,distance_de_hamming_moyenne,est_code
7,3.4285714285714284,1,7,"[0, 1, 2, 1, 1, 1, 0, 1]",1.0,5,0.5,0.5,1.0,3.5714285714285716,False
8,5.125,3,6,"[0, 0, 0, 1, 1, 2, 4, 0]",0.9995708393473224,4,0.4878048780487805,0.5121951219512195,0.9995708393473224,3.4642857142857144,True
2,2.0,1,3,"[0, 1, 0, 1, 0, 0, 0, 0]",1.0,1,0.5,0.5,1.0,3.0,True
10,4.1,2,7,"[0, 0, 3, 1, 2, 1, 2, 1]",0.9995708393473224,4,0.5121951219512195,0.4878048780487805,0.9995708393473224,3.8,False
10,4.7,2,7,"[0, 0, 1, 3, 1, 1, 1, 3]",0.9996734260048917,6,0.5106382978723404,0.48936170212765956,0.9996734260048917,4.111111111111111,False
4,2.75,1,4,"[0, 1, 0, 2, 1, 0, 0, 0]",0.8453509366224364,2,0.2727272727272727,0.7272727272727273,0.8453509366224364,2.0,False
10,4.9,1,7,"[0, 1, 1, 1, 0, 1, 4, 2]",0.9996995428565171,8,0.4897959183673469,0.5102040816326531,0.9996995428565171,4.111111111111111,False
3,4.333333333333333,2,7,"[0, 0, 1, 0, 1, 0, 0, 1]",0.9957274520849255,1,0.5384615384615384,0.46153846153846156,0.9957274520849255,5.0,True
2,5.5,5,6,"[0, 0, 0, 0, 0, 1, 1, 0]",0.9940302114769565,0,0.5454545454545454,0.45454545454545453,0.9940302114769565,3.0,True
6,3.1666666666666665,1,6,"[0, 2, 1, 0, 1, 1, 1, 0]",0.9494520153879484,4,0.3684210526315789,0.631578947368421,0.9494520153879484,3.533333333333333,False
10,2.4,1,6,"[0, 4, 3, 1, 0, 1, 1, 0]",0.9949848281859701,4,0.5416666666666666,0.4583333333333333,0.9949848281859701,2.7111111111111112,False
6,4.5,1,7,"[0, 1, 1, 0, 0, 1, 2, 1]",0.9990102708804813,3,0.5185185185185185,0.48148148148148145,0.9990102708804813,4.533333333333333,False
4,4.0,2,7,"[0, 0, 1, 1, 1, 0, 0, 1]",0.9886994082884974,1,0.5625,0.4375,0.9886994082884974,4.0,True
2,3.0,2,4,"[0, 0, 1, 0, 1, 0, 0, 0]",0.6500224216483541,0,0.16666666666666666,0.8333333333333334,0.6500224216483541,3.0,True
3,3.6666666666666665,1,7,"[0, 1, 0, 1, 0, 0, 0, 1]",0.9940302114769565,2,0.5454545454545454,0.45454545454545453,0.9940302114769565,4.333333333333333,True
3,3.6666666666666665,1,6,"[0, 1, 0, 0, 1, 0, 1, 0]",0.8453509366224364,2,0.7272727272727273,0.2727272727272727,0.8453509366224364,3.3333333333333335,True
4,2.5,1,4,"[0, 1, 1, 1, 1, 0, 0, 0]",0.9709505944546686,2,0.6,0.4,0.9709505944546686,2.5,False
6,4.5,2,7,"[0, 0, 2, 0, 1, 1, 0, 2]",0.9990102708804813,4,0.48148148148148145,0.5185185185185185,0.9990102708804813,4.666666666666667,False
6,3.8333333333333335,1,7,"[0, 2, 0, 1, 1, 0, 0, 2]",0.8865408928220899,4,0.30434782608695654,0.6956521739130435,0.8865408928220899,4.266666666666667,False
7,3.7142857142857144,1,6,"[0, 1, 0, 3, 1, 0, 2, 0]",0.9957274520849255,3,0.5384615384615384,0.46153846153846156,0.9957274520849255,3.4761904761904763,False
2,5.5,4,7,"[0, 0, 0, 0, 1, 0, 0, 1]",0.8453509366224364,0,0.7272727272727273,0.2727272727272727,0.8453509366224364,6.0,True
9,4.444444444444445,1,7,"[0, 1, 1, 1, 1, 2, 1, 2]",0.9837082626231859,6,0.425,0.575,0.9837082626231859,4.25,False
6,4.833333333333333,2,7,"[0, 0, 1, 1, 0, 1, 2, 1]",0.9575534837147482,4,0.3793103448275862,0.6206896551724138,0.9575534837147482,3.933333333333333,False
6,3.5,1,7,"[0, 1, 2, 1, 0, 0, 1, 1]",0.9587118829771318,3,0.6190476190476191,0.38095238095238093,0.9587118829771318,4.066666666666666,False
9,3.6666666666666665,1,7,"[0, 3, 0, 1, 2, 0, 2, 1]",0.9940302114769565,6,0.5454545454545454,0.45454545454545453,0.9940302114769565,3.888888888888889,False
10,4.0,1,7,"[0, 1, 1, 2, 2, 2, 1, 1]",0.934068055375491,9,0.35,0.65,0.934068055375491,3.533333333333333,False
3,4.0,2,6,"[0, 0, 1, 0, 1, 0, 1, 0]",1.0,0,0.5,0.5,1.0,3.6666666666666665,True
2,4.0,3,5,"[0, 0, 0, 1, 0, 1, 0, 0]",0.8112781244591328,0,0.25,0.75,0.8112781244591328,4.0,True
7,4.428571428571429,1,7,"[0, 2, 0, 1, 0, 0, 2, 2]",0.9383153522334069,5,0.6451612903225806,0.3548387096774194,0.9383153522334069,4.571428571428571,False
5,3.0,1,6,"[0, 2, 1, 0, 0, 1, 1, 0]",0.9709505944546686,3,0.4,0.6,0.9709505944546686,3.1,False
2,3.0,1,5,"[0, 1, 0, 0, 0, 1, 0, 0]",1.0,0,0.5,0.5,1.0,5.0,True
10,3.8,1,6,"[0, 1, 0, 4, 2, 1, 2, 0]",0.9919924034538556,7,0.5526315789473685,0.4473684210526316,0.9919924034538556,3.3333333333333335,False
5,3.0,1,6,"[0, 1, 2, 0, 1, 0, 1, 0]",0.9967916319816366,4,0.5333333333333333,0.4666666666666667,0.9967916319816366,2.5,True
10,4.1,1,7,"[0, 1, 2, 3, 0, 0, 1, 3]",0.9961344835095796,9,0.5365853658536586,0.4634146341463415,0.9961344835095796,4.155555555555556,False
10,3.4,1,7,"[0, 2, 3, 2, 0, 0, 1, 2]",1.0,8,0.5,0.5,1.0,3.7777777777777777,False
9,2.4444444444444446,1,5,"[0, 2, 3, 3, 0, 1, 0, 0]",0.9940302114769565,7,0.5454545454545454,0.45454545454545453,0.9940302114769565,2.388888888888889,False
6,4.0,2,7,"[0, 0, 1, 2, 1, 1, 0, 1]",0.954434002924965,4,0.625,0.375,0.954434002924965,3.0,False
2,5.0,5,5,"[0, 0, 0, 0, 0, 2, 0, 0]",0.8812908992306927,0,0.3,0.7,0.8812908992306927,3.0,True
2,1.5,1,2,"[0, 1, 1, 0, 0, 0, 0, 0]",0.9182958340544896,0,0.6666666666666666,0.3333333333333333,0.9182958340544896,2.0,True
2,7.0,7,7,"[0, 0, 0, 0, 0, 0, 0, 2]",0.9852281360342515,0,0.42857142857142855,0.5714285714285714,0.9852281360342515,4.0,True
8,3.0,1,5,"[0, 2, 1, 2, 1, 2, 0, 0]",0.9949848281859701,6,0.4583333333333333,0.5416666666666666,0.9949848281859701,2.9642857142857144,False
9,4.666666666666667,1,7,"[0, 2, 0, 1, 0, 2, 1, 3]",0.998363672593813,7,0.5238095238095238,0.47619047619047616,0.998363672593813,4.527777777777778,False
3,4.0,3,6,"[0, 0, 0, 2, 0, 0, 1, 0]",0.9798687566511528,0,0.4166666666666667,0.5833333333333334,0.9798687566511528,3.3333333333333335,True
2,2.0,2,2,"[0, 0, 2, 0, 0, 0, 0, 0]",0.8112781244591328,0,0.75,0.25,0.8112781244591328,1.0,True
3,4.666666666666667,1,7,"[0, 1, 0, 0, 0, 0, 1, 1]",0.863120568566631,1,0.2857142857142857,0.7142857142857143,0.863120568566631,5.666666666666667,True
3,3.3333333333333335,2,6,"[0, 0, 2, 0, 0, 0, 1, 0]",1.0,1,0.5,0.5,1.0,3.3333333333333335,True
10,3.9,1,7,"[0, 1, 2, 1, 3, 0, 2, 1]",0.9881108365218301,7,0.4358974358974359,0.5641025641025641,0.9881108365218301,3.6222222222222222,False
9,5.111111111111111,2,7,"[0, 0, 1, 1, 2, 1, 0, 4]",0.978070970973496,4,0.41304347826086957,0.5869565217391305,0.978070970973496,4.111111111111111,False
3,4.0,2,5,"[0, 0, 1, 0, 0, 2, 0, 0]",1.0,2,0.5,0.5,1.0,3.0,True
5,3.2,1,7,"[0, 2, 0, 1, 1, 0, 0, 1]",0.9886994082884974,2,0.4375,0.5625,0.9886994082884974,4.0,False
9,4.0,3,7,"[0, 0, 0, 4, 3, 1, 0, 1]",0.9910760598382222,3,0.5555555555555556,0.4444444444444444,0.9910760598382222,3.1944444444444446,False
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",0.8112781244591328,0,0.75,0.25,0.8112781244591328,0.0,True
3,5.333333333333333,4,7,"[0, 0, 0, 0, 1, 1, 0, 1]",1.0,0,0.5,0.5,1.0,4.333333333333333,True
8,2.625,1,6,"[0, 3, 0, 4, 0, 0, 1, 0]",0.998363672593813,5,0.47619047619047616,0.5238095238095238,0.998363672593813,2.75,False
2,4.5,4,5,"[0, 0, 0, 0, 1, 1, 0, 0]",0.9182958340544896,0,0.6666666666666666,0.3333333333333333,0.9182958340544896,4.0,True
7,2.5714285714285716,1,6,"[0, 4, 1, 0, 0, 0, 2, 0]",0.9910760598382222,3,0.5555555555555556,0.4444444444444444,0.9910760598382222,3.0952380952380953,False
1,6.0,6,6,"[0, 0, 0, 0, 0, 0, 1, 0]",1.0,0,0.5,0.5,1.0,0.0,True
10,3.4,1,7,"[0, 2, 1, 3, 1, 2, 0, 1]",0.9975025463691153,7,0.5294117647058824,0.47058823529411764,0.9975025463691153,3.533333333333333,False
1,5.0,5,5,"[0, 0, 0, 0, 0, 1, 0, 0]",0.9709505944546686,0,0.4,0.6,0.9709505944546686,0.0,True
9,4.555555555555555,1,7,"[0, 1, 2, 0, 1, 0, 3, 2]",0.9892452969285004,7,0.43902439024390244,0.5609756097560976,0.9892452969285004,4.416666666666667,False
3,5.333333333333333,2,7,"[0, 0, 1, 0, 0, 0, 0, 2]",0.954434002924965,1,0.375,0.625,0.954434002924965,4.333333333333333,True
2,6.5,6,7,"[0, 0, 0, 0, 0, 0, 1, 1]",0.9957274520849255,0,0.5384615384615384,0.46153846153846156,0.9957274520849255,4.0,True
8,3.875,2,7,"[0, 0, 3, 2, 0, 1, 0, 2]",0.9932338197397066,5,0.5483870967741935,0.45161290322580644,0.9932338197397066,3.8214285714285716,False
10,3.4,1,6,"[0, 1, 2, 3, 1, 2, 1, 0]",0.9899927915575186,8,0.5588235294117647,0.4411764705882353,0.9899927915575186,3.066666666666667,False
5,3.6,2,6,"[0, 0, 2, 1, 0, 1, 1, 0]",0.9910760598382222,1,0.5555555555555556,0.4444444444444444,0.9910760598382222,3.8,True
3,4.0,2,7,"[0, 0, 1, 1, 0, 0, 0, 1]",0.8112781244591328,2,0.75,0.25,0.8112781244591328,4.666666666666667,True
9,3.111111111111111,1,7,"[0, 2, 2, 2, 1, 1, 0, 1]",1.0,7,0.5,0.5,1.0,3.4166666666666665,False
8,4.5,1,7,"[0, 2, 0, 0, 1, 1, 3, 1]",0.964078764808229,6,0.6111111111111112,0.3888888888888889,0.964078764808229,4.25,False
6,3.5,1,7,"[0, 3, 0, 0, 1, 0, 0, 2]",0.998363672593813,3,0.47619047619047616,0.5238095238095238,0.998363672593813,4.333333333333333,False
7,3.4285714285714284,2,7,"[0, 0, 3, 1, 2, 0, 0, 1]",0.9949848281859701,3,0.5416666666666666,0.4583333333333333,0.9949848281859701,3.3333333333333335,False
9,4.333333333333333,1,7,"[0, 1, 1, 1, 2, 1, 1, 2]",0.97663491144401,6,0.41025641025641024,0.5897435897435898,0.97663491144401,4.055555555555555,False
1,6.0,6,6,"[0, 0, 0, 0, 0, 0, 1, 0]",1.0,0,0.5,0.5,1.0,0.0,True
1,2.0,2,2,"[0, 0, 1, 0, 0, 0, 0, 0]",1.0,0,0.5,0.5,1.0,0.0,True
3,5.666666666666667,5,7,"[0, 0, 0, 0, 0, 2, 0, 1]",0.8739810481273578,0,0.29411764705882354,0.7058823529411765,0.8739810481273578,3.3333333333333335,True
3,4.0,1,6,"[0, 1, 0, 0, 0, 1, 1, 0]",0.9182958340544896,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,5.0,True
5,3.6,1,6,"[0, 1, 1, 1, 0, 0, 2, 0]",0.964078764808229,4,0.6111111111111112,0.3888888888888889,0.964078764808229,3.4,False
8,4.75,1,6,"[0, 1, 1, 0, 0, 1, 5, 0]",0.9980008838722996,7,0.5263157894736842,0.47368421052631576,0.9980008838722996,3.8214285714285716,False
2,2.0,1,3,"[0, 1, 0, 1, 0, 0, 0, 0]",0.8112781244591328,1,0.25,0.75,0.8112781244591328,2.0,True
9,3.888888888888889,1,6,"[0, 2, 1, 0, 1, 3, 2, 0]",0.9946937953613058,7,0.45714285714285713,0.5428571428571428,0.9946937953613058,3.7222222222222223,False
10,4.5,1,7,"[0, 2, 0, 1, 2, 0, 3, 2]",0.9996437496778561,8,0.4888888888888889,0.5111111111111111,0.9996437496778561,4.2444444444444445,False
4,4.25,1,7,"[0, 1, 0, 0, 1, 1, 0, 1]",0.9975025463691153,3,0.5294117647058824,0.47058823529411764,0.9975025463691153,4.333333333333333,False
2,4.5,2,7,"[0, 0, 1, 0, 0, 0, 0, 1]",0.9182958340544896,0,0.3333333333333333,0.6666666666666666,0.9182958340544896,6.0,True
6,3.3333333333333335,1,6,"[0, 2, 0, 2, 0, 0, 2, 0]",0.9709505944546686,4,0.6,0.4,0.9709505944546686,3.7333333333333334,False
7,2.4285714285714284,1,7,"[0, 4, 0, 2, 0, 0, 0, 1]",0.9366673818775626,3,0.6470588235294118,0.35294117647058826,0.9366673818775626,2.857142857142857,False
9,4.333333333333333,1,7,"[0, 1, 2, 0, 1, 1, 3, 1]",0.9957274520849255,7,0.46153846153846156,0.5384615384615384,0.9957274520849255,4.0,False
2,5.5,4,7,"[0, 0, 0, 0, 1, 0, 0, 1]",0.9940302114769565,0,0.45454545454545453,0.5454545454545454,0.9940302114769565,6.0,True
9,4.333333333333333,1,7,"[0, 2, 0, 0, 1, 4, 1, 1]",0.9881108365218301,7,0.4358974358974359,0.5641025641025641,0.9881108365218301,4.0,False
5,3.4,1,7,"[0, 1, 1, 1, 1, 0, 0, 1]",0.9774178175281716,3,0.4117647058823529,0.5882352941176471,0.9774178175281716,3.4,False
7,5.142857142857143,2,7,"[0, 0, 2, 0, 1, 0, 0, 4]",0.964078764808229,4,0.6111111111111112,0.3888888888888889,0.964078764808229,4.571428571428571,False
10,3.5,1,7,"[0, 2, 1, 3, 1, 1, 1, 1]",0.9946937953613058,8,0.5428571428571428,0.45714285714285713,0.9946937953613058,3.6,False
6,3.1666666666666665,1,6,"[0, 1, 3, 0, 0, 0, 2, 0]",0.9494520153879484,5,0.631578947368421,0.3684210526315789,0.9494520153879484,3.533333333333333,False
1,1.0,1,1,"[0, 1, 0, 0, 0, 0, 0, 0]",-0.0,0,0.0,1.0,-0.0,0.0,True
4,3.5,1,7,"[0, 1, 0, 2, 0, 0, 0, 1]",0.9402859586706311,3,0.6428571428571429,0.35714285714285715,0.9402859586706311,3.8333333333333335,False
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",1.0,0,0.5,0.5,1.0,0.0,True
6,4.833333333333333,1,7,"[0, 1, 0, 0, 1, 2, 0, 2]",0.9991421039919088,2,0.4827586206896552,0.5172413793103449,0.9991421039919088,4.2,True
4,4.0,2,7,"[0, 0, 2, 0, 0, 1, 0, 1]",0.9886994082884974,2,0.4375,0.5625,0.9886994082884974,4.333333333333333,True
9,2.5555555555555554,1,5,"[0, 3, 2, 1, 2, 1, 0, 0]",0.9876925088958034,6,0.43478260869565216,0.5652173913043478,0.9876925088958034,2.611111111111111,False
8,5.25,1,7,"[0, 1, 0, 1, 0, 1, 2, 3]",0.9852281360342515,5,0.42857142857142855,0.5714285714285714,0.9852281360342515,4.607142857142857,False
3,3.6666666666666665,3,5,"[0, 0, 0, 2, 0, 1, 0, 0]",0.8453509366224364,1,0.7272727272727273,0.2727272727272727,0.8453509366224364,3.3333333333333335,False
3,5.0,4,6,"[0, 0, 0, 0, 1, 1, 1, 0]",0.9709505944546686,1,0.4,0.6,0.9709505944546686,4.333333333333333,True
1,6.0,6,6,"[0, 0, 0, 0, 0, 0, 1, 0]",0.6500224216483541,0,0.16666666666666666,0.8333333333333334,0.6500224216483541,0.0,True
8,3.5,1,7,"[0, 2, 0, 3, 1, 0, 1, 1]",0.9666186325481028,6,0.6071428571428571,0.39285714285714285,0.9666186325481028,3.3214285714285716,False
5,5.2,3,7,"[0, 0, 0, 2, 0, 0, 1, 2]",1.0,3,0.5,0.5,1.0,4.7,True
2,3.5,3,4,"[0, 0, 0, 1, 1, 0, 0, 0]",0.863120568566631,1,0.7142857142857143,0.2857142857142857,0.863120568566631,3.0,True
7,4.428571428571429,1,7,"[0, 2, 0, 1, 0, 0, 2, 2]",0.9932338197397066,5,0.45161290322580644,0.5483870967741935,0.9932338197397066,4.333333333333333,False
4,3.75,2,6,"[0, 0, 1, 1, 1, 0, 1, 0]",0.7219280948873623,2,0.8,0.2,0.7219280948873623,2.6666666666666665,True
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",1.0,0,0.5,0.5,1.0,0.0,True
8,4.125,2,7,"[0, 0, 2, 1, 2, 1, 1, 1]",0.9833761901392235,5,0.5757575757575758,0.42424242424242425,0.9833761901392235,3.857142857142857,False
6,4.333333333333333,1,7,"[0, 1, 1, 0, 1, 1, 0, 2]",0.9612366047228759,4,0.6153846153846154,0.38461538461538464,0.9612366047228759,4.466666666666667,False
3,3.0,2,4,"[0, 0, 1, 1, 1, 0, 0, 0]",0.9910760598382222,1,0.5555555555555556,0.4444444444444444,0.9910760598382222,3.0,True
4,5.75,4,7,"[0, 0, 0, 0, 1, 1, 0, 2]",0.9986359641585718,0,0.4782608695652174,0.5217391304347826,0.9986359641585718,4.666666666666667,True
5,4.0,1,7,"[0, 1, 1, 0, 0, 2, 0, 1]",0.9709505944546686,3,0.6,0.4,0.9709505944546686,4.5,False
2,7.0,7,7,"[0, 0, 0, 0, 0, 0, 0, 2]",1.0,0,0.5,0.5,1.0,1.0,True
8,4.25,1,7,"[0, 1, 0, 2, 2, 0, 2, 1]",1.0,5,0.5,0.5,1.0,3.9642857142857144,False
9,3.5555555555555554,1,7,"[0, 2, 0, 4, 0, 1, 1, 1]",0.9971803988942642,7,0.53125,0.46875,0.9971803988942642,3.6944444444444446,False
6,3.5,1,6,"[0, 1, 1, 1, 1, 1, 1, 0]",0.863120568566631,5,0.7142857142857143,0.2857142857142857,0.863120568566631,3.2666666666666666,False
1,7.0,7,7,"[0, 0, 0, 0, 0, 0, 0, 1]",0.9852281360342515,0,0.42857142857142855,0.5714285714285714,0.9852281360342515,0.0,True
2,4.0,4,4,"[0, 0, 0, 0, 2, 0, 0, 0]",0.954434002924965,0,0.375,0.625,0.954434002924965,3.0,True
4,5.5,1,7,"[0, 1, 0, 0, 0, 0, 0, 3]",0.9940302114769565,2,0.5454545454545454,0.45454545454545453,0.9940302114769565,5.5,True
9,3.5555555555555554,1,7,"[0, 2, 2, 0, 1, 3, 0, 1]",0.9744894033980523,7,0.40625,0.59375,0.9744894033980523,3.7222222222222223,False
3,4.333333333333333,2,6,"[0, 0, 1, 0, 0, 1, 1, 0]",0.9957274520849255,0,0.5384615384615384,0.46153846153846156,0.9957274520849255,4.0,True
2,4.5,3,6,"[0, 0, 0, 1, 0, 0, 1, 0]",0.9910760598382222,0,0.5555555555555556,0.4444444444444444,0.9910760598382222,5.0,True
1,5.0,5,5,"[0, 0, 0, 0, 0, 1, 0, 0]",0.7219280948873623,0,0.2,0.8,0.7219280948873623,0.0,True
2,6.0,5,7,"[0, 0, 0, 0, 0, 1, 0, 1]",0.6500224216483541,0,0.8333333333333334,0.16666666666666666,0.6500224216483541,3.0,True
2,6.0,5,7,"[0, 0, 0, 0, 0, 1, 0, 1]",0.8112781244591328,0,0.75,0.25,0.8112781244591328,5.0,True
9,4.333333333333333,2,7,"[0, 0, 2, 1, 1, 3, 1, 1]",0.97663491144401,4,0.5897435897435898,0.41025641025641024,0.97663491144401,3.7222222222222223,False
8,3.375,1,7,"[0, 3, 1, 0, 1, 1, 1, 1]",0.9910760598382222,5,0.5555555555555556,0.4444444444444444,0.9910760598382222,3.857142857142857,False
7,4.571428571428571,2,7,"[0, 0, 2, 1, 0, 1, 1, 2]",0.9886994082884974,3,0.4375,0.5625,0.9886994082884974,4.476190476190476,True
8,3.5,1,6,"[0, 2, 1, 1, 0, 3, 1, 0]",0.996316519558962,5,0.5357142857142857,0.4642857142857143,0.996316519558962,3.607142857142857,False
6,4.666666666666667,1,7,"[0, 1, 1, 0, 0, 0, 3, 1]",1.0,4,0.5,0.5,1.0,4.733333333333333,False
6,4.333333333333333,1,7,"[0, 1, 0, 2, 0, 1, 0, 2]",0.9828586897127056,5,0.4230769230769231,0.5769230769230769,0.9828586897127056,4.6,False
8,5.125,2,7,"[0, 0, 1, 0, 2, 1, 2, 2]",0.9995708393473224,4,0.4878048780487805,0.5121951219512195,0.9995708393473224,3.7142857142857144,True
10,3.8,1,6,"[0, 1, 2, 1, 2, 2, 2, 0]",0.9919924034538556,9,0.5526315789473685,0.4473684210526316,0.9919924034538556,3.533333333333333,False
2,4.0,1,7,"[0, 1, 0, 0, 0, 0, 0, 1]",0.954434002924965,1,0.375,0.625,0.954434002924965,7.0,True
8,5.125,3,7,"[0, 0, 0, 2, 1, 1, 2, 2]",0.9961344835095796,2,0.5365853658536586,0.4634146341463415,0.9961344835095796,4.035714285714286,True
6,5.166666666666667,3,7,"[0, 0, 0, 1, 1, 2, 0, 2]",0.9629004147713269,1,0.6129032258064516,0.3870967741935484,0.9629004147713269,4.266666666666667,True
10,4.4,1,7,"[0, 1, 1, 2, 0, 2, 3, 1]",0.9865446300055644,9,0.5681818181818182,0.4318181818181818,0.9865446300055644,3.9555555555555557,False
6,4.333333333333333,1,7,"[0, 1, 0, 0, 2, 2, 0, 1]",0.8403586716091171,2,0.7307692307692307,0.2692307692307692,0.8403586716091171,3.7333333333333334,False
1,1.0,1,1,"[0, 1, 0, 0, 0, 0, 0, 0]",-0.0,0,1.0,0.0,-0.0,0.0,True
8,3.5,1,7,"[0, 1, 3, 1, 1, 0, 0, 2]",0.9666186325481028,5,0.39285714285714285,0.6071428571428571,0.9666186325481028,3.607142857142857,False
4,5.5,2,7,"[0, 0, 1, 0, 0, 0, 1, 2]",0.9760206482366149,2,0.4090909090909091,0.5909090909090909,0.9760206482366149,4.833333333333333,True
3,4.0,1,6,"[0, 1, 0, 0, 0, 1, 1, 0]",1.0,2,0.5,0.5,1.0,4.666666666666667,True
9,5.555555555555555,4,7,"[0, 0, 0, 0, 2, 1, 5, 1]",0.9814538950336537,3,0.58,0.42,0.9814538950336537,3.8055555555555554,False
9,4.333333333333333,2,6,"[0, 0, 1, 3, 1, 0, 4, 0]",0.9957274520849255,4,0.46153846153846156,0.5384615384615384,0.9957274520849255,3.4722222222222223,False
8,4.375,1,7,"[0, 1, 0, 1, 3, 0, 2, 1]",0.9852281360342515,6,0.5714285714285714,0.42857142857142855,0.9852281360342515,4.0,False
9,4.444444444444445,2,7,"[0, 0, 2, 2, 1, 1, 0, 3]",0.9837082626231859,5,0.425,0.575,0.9837082626231859,4.222222222222222,False
4,4.0,1,7,"[0, 1, 0, 1, 0, 1, 0, 1]",0.9886994082884974,3,0.4375,0.5625,0.9886994082884974,4.0,True
10,3.9,1,7,"[0, 1, 2, 1, 3, 1, 0, 2]",0.9612366047228759,8,0.38461538461538464,0.6153846153846154,0.9612366047228759,3.7111111111111112,False
6,4.5,2,7,"[0, 0, 1, 2, 0, 1, 0, 2]",0.876716288999464,4,0.2962962962962963,0.7037037037037037,0.876716288999464,3.8,False
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",0.8112781244591328,0,0.75,0.25,0.8112781244591328,0.0,True
9,4.333333333333333,1,7,"[0, 1, 0, 2, 2, 1, 2, 1]",0.9418285354475157,7,0.6410256410256411,0.358974358974359,0.9418285354475157,3.861111111111111,False
3,4.0,3,5,"[0, 0, 0, 1, 1, 1, 0, 0]",0.9182958340544896,0,0.6666666666666666,0.3333333333333333,0.9182958340544896,2.6666666666666665,True
4,1.5,1,2,"[0, 2, 2, 0, 0, 0, 0, 0]",0.9182958340544896,2,0.3333333333333333,0.6666666666666666,0.9182958340544896,1.3333333333333333,True
7,4.285714285714286,1,7,"[0, 1, 0, 1, 2, 1, 1, 1]",0.9480782435939055,5,0.36666666666666664,0.6333333333333333,0.9480782435939055,3.6666666666666665,False
3,4.666666666666667,2,6,"[0, 0, 1, 0, 0, 0, 2, 0]",1.0,2,0.5,0.5,1.0,4.333333333333333,True
6,2.8333333333333335,1,6,"[0, 2, 1, 1, 1, 0, 1, 0]",0.9774178175281716,4,0.4117647058823529,0.5882352941176471,0.9774178175281716,3.3333333333333335,False
8,3.5,1,6,"[0, 1, 2, 1, 1, 2, 1, 0]",0.9666186325481028,7,0.39285714285714285,0.6071428571428571,0.9666186325481028,3.357142857142857,False
5,4.0,1,7,"[0, 2, 0, 0, 0, 1, 1, 1]",0.9927744539878083,2,0.45,0.55,0.9927744539878083,4.6,True
3,2.6666666666666665,1,4,"[0, 1, 0, 1, 1, 0, 0, 0]",0.954434002924965,0,0.375,0.625,0.954434002924965,3.3333333333333335,True
10,3.4,1,6,"[0, 3, 1, 0, 3, 1, 2, 0]",0.9899927915575186,7,0.5588235294117647,0.4411764705882353,0.9899927915575186,3.466666666666667,False
4,4.5,2,6,"[0, 0, 1, 0, 0, 2, 1, 0]",0.964078764808229,2,0.3888888888888889,0.6111111111111112,0.964078764808229,4.0,True
9,2.7777777777777777,1,5,"[0, 2, 2, 2, 2, 1, 0, 0]",0.9709505944546686,5,0.6,0.4,0.9709505944546686,2.7777777777777777,False
5,2.4,1,5,"[0, 2, 1, 1, 0, 1, 0, 0]",0.9798687566511528,3,0.5833333333333334,0.4166666666666667,0.9798687566511528,2.6,False
4,5.25,2,7,"[0, 0, 1, 0, 0, 0, 2, 1]",0.9587118829771318,1,0.6190476190476191,0.38095238095238093,0.9587118829771318,4.166666666666667,True
7,5.714285714285714,4,7,"[0, 0, 0, 0, 2, 0, 3, 2]",0.9927744539878083,0,0.45,0.55,0.9927744539878083,3.9047619047619047,True
9,4.555555555555555,2,7,"[0, 0, 1, 2, 1, 2, 2, 1]",0.9961344835095796,6,0.4634146341463415,0.5365853658536586,0.9961344835095796,3.861111111111111,False
7,3.142857142857143,2,5,"[0, 0, 3, 2, 0, 2, 0, 0]",0.9940302114769565,4,0.5454545454545454,0.45454545454545453,0.9940302114769565,2.857142857142857,False
10,3.9,1,7,"[0, 1, 1, 3, 1, 2, 1, 1]",0.999525689293649,7,0.5128205128205128,0.48717948717948717,0.999525689293649,3.688888888888889,False
10,3.5,2,6,"[0, 0, 3, 2, 3, 1, 1, 0]",0.9852281360342515,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,3.0,False
5,5.2,2,7,"[0, 0, 1, 0, 0, 2, 0, 2]",0.9957274520849255,1,0.5384615384615384,0.46153846153846156,0.9957274520849255,4.3,True
6,4.833333333333333,2,7,"[0, 0, 1, 1, 1, 0, 1, 2]",0.9922666387194963,2,0.4482758620689655,0.5517241379310345,0.9922666387194963,4.6,True
5,3.6,1,7,"[0, 2, 0, 0, 1, 1, 0, 1]",0.964078764808229,3,0.3888888888888889,0.6111111111111112,0.964078764808229,4.3,False
10,4.1,1,7,"[0, 1, 3, 1, 0, 1, 2, 2]",0.9995708393473224,7,0.4878048780487805,0.5121951219512195,0.9995708393473224,4.266666666666667,False
8,4.5,2,7,"[0, 0, 1, 2, 1, 1, 2, 1]",0.997772472089982,5,0.5277777777777778,0.4722222222222222,0.997772472089982,3.9285714285714284,False
2,4.0,1,7,"[0, 1, 0, 0, 0, 0, 0, 1]",0.8112781244591328,1,0.25,0.75,0.8112781244591328,6.0,True
